Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD10797,City_91,College_24,1st,ML,LinkedIn
LD10798,City_47,College_121,3rd,Data Science,College Collaboration
LD10799,City_51,College_62,2nd,,Google Form
LD10800,City_13,College_50,1st,,Mass-Mailing
LD10801,City_46,College_189,1st,Cyber Security,Mass-Mailing
LD10802,City_69,,3rd,Electric Vehicle,LinkedIn
LD10803,City_30,College_199,1st,Data Science,College Collaboration
LD10804,City_63,College_13,1st,ML,X
LD10805,City_76,College_164,1st,statistics,College Collaboration
LD10806,City_5,College_183,4th,Data Science,College Collaboration
LD10807,City_1,College_170,4th,statistics,LinkedIn
LD10808,City_33,College_86,1st,Cyber Security,Instagram
LD10809,City_23,College_53,3rd,ML,Whatsapp
LD10810,City_77,College_129,4th,statistics,Mass-Mailing
LD10811,City_13,College_157,1st,Robotics,
LD10812,City_15,College_153,4th,statistics,Google Form
LD10813,City_13,College_42,,Electric Vehicle,Other
LD10814,City_68,College_38,3rd,statistics,Instagram
LD10815,City_58,College_189,4th,Electric Vehicle,Instagram
LD10816,City_82,College_113,3rd,,College Collaboration
LD10817,City_77,College_62,3rd,Data Science,Google Form
LD10818,City_34,College_160,1st,statistics,LinkedIn
LD10819,,College_159,3rd,Data Science,LinkedIn
LD10820,City_61,College_113,1st,ML,
LD10821,City_50,College_113,2nd,Electric Vehicle,LinkedIn
LD10822,City_5,College_113,1st,Electric Vehicle,LinkedIn
LD10823,City_1,College_146,4th,,College Collaboration
LD10824,City_32,College_39,2nd,ML,Instagram
LD10825,City_45,College_157,4th,ML,LinkedIn
LD10826,City_47,College_50,1st,statistics,Mass-Mailing
LD10827,City_55,College_56,3rd,ML,Instagram
LD10828,City_33,College_46,4th,AI,Instagram
LD10829,City_4,College_151,3rd,Data Science,College Collaboration
LD10830,City_69,College_189,1st,statistics,College Collaboration
LD10831,City_17,College_33,1st,Robotics,Whatsapp
LD10832,City_33,College_167,3rd,AI,LinkedIn
LD10833,City_75,College_157,3rd,Data Science,LinkedIn
LD10834,City_46,College_51,1st,ML,Whatsapp
LD10835,City_99,College_62,1st,Cyber Security,College Collaboration
LD10836,City_82,College_113,1st,Robotics,X
LD10837,City_4,College_75,3rd,Data Science,
LD10838,City_9,College_82,3rd,Data Science,Whatsapp
LD10839,City_45,College_184,4th,Data Science,Mass-Mailing
LD10840,City_26,College_52,2nd,AI,Google Form
LD10841,City_8,College_142,3rd,Data Science,Google Form
LD10842,City_40,College_56,4th,Data Science,Mass-Mailing
LD10843,City_60,College_147,3rd,ML,LinkedIn
LD10844,City_39,College_148,4th,,Google Form
LD10845,City_55,College_160,4th,ML,
LD10846,City_39,College_185,2nd,Data Science,Instagram
LD10847,City_47,College_107,4th,Cyber Security,LinkedIn
LD10848,City_9,College_107,3rd,Cyber Security,LinkedIn
LD10849,City_82,College_50,3rd,statistics,Instagram
LD10850,City_41,College_102,2nd,,
LD10851,City_80,College_152,2nd,AI,Whatsapp
LD10852,City_73,College_169,3rd,Cyber Security,Google Form
LD10853,City_9,College_102,2nd,Cyber Security,Google Form
LD10854,,College_114,3rd,ML,Whatsapp
LD10855,City_13,College_118,1st,ML,College Collaboration
LD10856,City_9,College_71,1st,Data Science,Instagram
LD10857,City_50,College_62,3rd,statistics,College Collaboration
LD10858,City_41,College_113,2nd,Cyber Security,Google Form
LD10859,City_21,College_88,3rd,Data Science,Whatsapp
LD10860,City_64,College_137,10th,ML,Google Form
LD10861,City_75,,4th,AI,Instagram
LD10862,City_34,College_160,4th,Cyber Security,
LD10863,City_92,College_153,3rd,ML,LinkedIn
LD10864,City_78,College_44,4th,Robotics,LinkedIn
LD10865,City_24,College_133,3rd,Cyber Security,College Collaboration
LD10866,City_58,College_113,3rd,Cyber Security,College Collaboration
LD10867,City_70,College_114,3rd,Data Science,Google Form
LD10868,City_54,College_102,1st,Cyber Security,Google Form
LD10869,City_73,College_91,2nd,ML,Google Form
LD10870,City_39,College_133,2nd,Cyber Security,Whatsapp
LD10871,City_1,College_38,1st,Electric Vehicle,College Collaboration
LD10872,City_75,College_42,4th,ML,LinkedIn
LD10873,City_37,College_145,2nd,Cyber Security,LinkedIn
LD10874,City_83,College_185,4th,Cyber Security,College Collaboration
LD10875,City_30,College_75,1st,AI,Instagram
LD10876,City_19,College_84,4th,Electric Vehicle,Whatsapp
LD10877,City_48,College_26,1st,AI,
LD10878,City_26,College_28,2nd,ML,Instagram
LD10879,City_44,College_177,2nd,Cyber Security,Instagram
LD10880,City_26,College_77,2nd,Cyber Security,LinkedIn
LD10881,City_78,College_71,1st,statistics,Instagram
LD10882,City_69,College_135,3rd,Data Science,College Collaboration
LD10883,City_78,College_118,3rd,ML,College Collaboration
LD10884,City_29,College_183,4th,statistics,Instagram
LD10885,City_63,College_146,2nd,Robotics,College Collaboration
LD10886,City_13,College_44,2nd,Electric Vehicle,Mass-Mailing
LD10887,City_13,College_70,1st,statistics,Mass-Mailing
LD10888,City_90,College_107,1st,statistics,College Collaboration
LD10889,City_19,College_133,3rd,Electric Vehicle,Google Form
LD10890,City_76,College_115,1st,ML,Whatsapp
LD10891,City_45,College_89,4th,statistics,College Collaboration
LD10892,City_64,College_113,3rd,Data Science,Instagram
LD10893,City_5,College_72,3rd,Data Science,LinkedIn
LD10894,City_18,College_54,3rd,ML,Google Form
LD10895,City_30,College_107,3rd,Data Science,Mass-Mailing
LD10896,City_1,College_147,4th,Cyber Security,Google Form
LD10897,City_9,College_82,3rd,ML,Whatsapp
LD10898,City_47,College_187,1st,ML,Instagram
LD10899,City_90,College_22,4th,Cyber Security,LinkedIn
LD10900,City_9,College_113,1st,Cyber Security,College Collaboration
LD10901,City_9,College_199,1st,statistics,Whatsapp
LD10902,City_77,College_24,4th,Data Science,College Collaboration
LD10903,City_39,College_76,3rd,AI,Google Form
LD10904,City_1,College_164,3rd,Data Science,College Collaboration
LD10905,City_58,College_39,2nd,ML,College Collaboration
LD10906,City_26,College_77,1st,statistics,LinkedIn
LD10907,City_82,College_96,2nd,Electric Vehicle,Mass-Mailing
LD10908,City_9,College_102,4th,,LinkedIn
LD10909,City_34,College_199,3rd,Data Science,Google Form
LD10910,City_93,College_135,1st,Electric Vehicle,LinkedIn
LD10911,City_73,College_68,1st,statistics,College Collaboration
LD10912,City_82,College_75,4th,ML,Instagram
LD10913,City_44,College_153,1st,ML,Google Form
LD10914,City_92,College_142,2nd,AI,Whatsapp
LD10915,City_76,College_62,4th,statistics,Instagram
LD10916,City_33,College_46,10th,Robotics,X
LD10917,City_77,College_178,4th,,LinkedIn
LD10918,City_58,College_125,2nd,Data Science,LinkedIn
LD10919,City_98,College_113,2nd,Data Science,Google Form
LD10920,City_60,College_117,2nd,Data Science,
LD10921,City_66,College_75,1st,ML,
LD10922,City_77,College_28,1st,Cyber Security,Whatsapp
LD10923,City_87,College_157,3rd,AI,College Collaboration
LD10924,City_40,College_77,4th,Data Science,Google Form
LD10925,City_4,College_71,3rd,Robotics,College Collaboration
LD10926,City_48,College_146,3rd,statistics,Mass-Mailing
LD10927,City_68,College_158,10th,Robotics,LinkedIn
LD10928,City_82,College_148,1st,statistics,College Collaboration
LD10929,City_82,College_160,3rd,Robotics,College Collaboration
LD10930,City_90,College_188,,Data Science,
LD10931,City_90,College_39,2nd,Data Science,Whatsapp
LD10932,City_70,College_59,1st,statistics,Google Form
LD10933,City_85,College_143,3rd,Cyber Security,College Collaboration
LD10934,City_39,College_38,3rd,Robotics,College Collaboration
LD10935,City_9,College_110,4th,statistics,Google Form
LD10936,City_64,College_92,2nd,Data Science,Whatsapp
LD10937,City_100,College_142,2nd,AI,College Collaboration
LD10938,City_9,College_164,1st,ML,College Collaboration
LD10939,City_72,College_165,1st,Data Science,College Collaboration
LD10940,City_25,College_107,3rd,Cyber Security,Mass-Mailing
LD10941,City_87,College_142,1st,statistics,LinkedIn
LD10942,,College_190,2nd,AI,Mass-Mailing
LD10943,City_50,College_157,1st,AI,College Collaboration
LD10944,City_64,College_10,3rd,Data Science,Google Form
LD10945,City_82,College_6,1st,,Instagram
LD10946,City_25,College_74,4th,Cyber Security,Whatsapp
LD10947,City_87,College_126,3rd,Cyber Security,Instagram
LD10948,City_87,College_179,4th,Data Science,Google Form
LD10949,City_80,College_42,1st,,LinkedIn
LD10950,City_77,College_177,1st,Data Science,Instagram
LD10951,City_100,College_113,4th,Robotics,Instagram
LD10952,City_1,College_53,4th,Cyber Security,Whatsapp
LD10953,City_63,College_166,2nd,ML,Whatsapp
LD10954,City_61,College_82,1st,Cyber Security,Other
LD10955,City_89,College_31,3rd,ML,Google Form
LD10956,City_77,College_133,1st,statistics,Google Form
LD10957,City_43,College_19,2nd,Data Science,LinkedIn
LD10958,City_77,College_147,3rd,statistics,College Collaboration
LD10959,City_77,College_114,2nd,Data Science,Google Form
LD10960,City_61,College_199,3rd,ML,Google Form
LD10961,City_70,College_56,4th,Data Science,Instagram
LD10962,City_75,College_115,1st,Data Science,Mass-Mailing
LD10963,City_82,College_32,2nd,,X
LD10964,City_60,College_134,2nd,statistics,LinkedIn
LD10965,City_96,College_50,1st,ML,Google Form
LD10966,City_33,College_77,,Electric Vehicle,Google Form
LD10967,City_68,College_142,1st,Data Science,Google Form
LD10968,City_88,College_125,2nd,AI,Instagram
LD10969,City_77,College_145,4th,Robotics,Google Form
LD10970,City_1,College_26,2nd,Robotics,Google Form
LD10971,City_91,College_75,2nd,ML,College Collaboration
LD10972,City_58,College_27,1st,Data Science,Google Form
LD10973,City_9,College_117,3rd,Electric Vehicle,LinkedIn
LD10974,City_20,College_152,1st,AI,LinkedIn
LD10975,City_64,College_188,2nd,Data Science,Google Form
LD10976,City_77,College_53,4th,statistics,College Collaboration
LD10977,City_82,College_28,1st,ML,College Collaboration
LD10978,City_14,College_163,2nd,Electric Vehicle,College Collaboration
LD10979,City_13,College_56,,statistics,Whatsapp
LD10980,City_81,College_34,2nd,Robotics,Instagram
LD10981,City_4,College_77,1st,AI,College Collaboration
LD10982,City_66,,1st,Cyber Security,Google Form
LD10983,City_29,College_39,2nd,ML,Google Form
LD10984,City_85,College_92,4th,ML,Instagram
LD10985,City_71,College_78,2nd,,Google Form
LD10986,City_53,College_164,4th,Cyber Security,LinkedIn
LD10987,City_64,College_143,1st,ML,College Collaboration
LD10988,City_87,College_195,1st,Cyber Security,LinkedIn
LD10989,City_88,College_93,3rd,,Mass-Mailing
LD10990,,College_9,4th,Cyber Security,College Collaboration
LD10991,City_13,,3rd,Robotics,Instagram
LD10992,City_93,College_160,1st,Data Science,X
LD10993,City_44,College_92,1st,Electric Vehicle,College Collaboration
LD10994,City_28,College_124,1st,Robotics,X
LD10995,City_77,College_146,4th,Data Science,Mass-Mailing
LD10996,City_33,College_107,2nd,Data Science,LinkedIn
LD10997,City_4,College_187,1st,statistics,Mass-Mailing
LD10998,City_80,College_45,1st,Data Science,LinkedIn
LD10999,City_5,College_158,1st,Cyber Security,College Collaboration
LD11000,City_76,College_92,3rd,Cyber Security,College Collaboration
LD11001,City_64,College_39,1st,,
LD11002,City_9,College_76,1st,Cyber Security,College Collaboration
LD11003,City_46,College_124,3rd,Cyber Security,LinkedIn
LD11004,City_44,College_114,3rd,Data Science,Instagram
LD11005,City_55,,2nd,ML,Mass-Mailing
LD11006,City_10,College_6,3rd,Robotics,
LD11007,City_5,College_42,3rd,statistics,Instagram
LD11008,City_46,College_100,3rd,Robotics,Instagram
LD11009,City_64,College_22,3rd,AI,College Collaboration
LD11010,City_82,College_199,2nd,Data Science,College Collaboration
LD11011,City_100,College_92,3rd,AI,X
LD11012,City_90,College_169,3rd,Data Science,Google Form
LD11013,City_72,College_142,2nd,Cyber Security,Instagram
LD11014,City_29,College_77,3rd,statistics,
LD11015,City_26,College_124,1st,ML,X
LD11016,City_26,College_117,3rd,Data Science,X
LD11017,City_52,College_42,4th,ML,Whatsapp
LD11018,City_64,College_162,4th,Data Science,Google Form
LD11019,City_75,College_113,2nd,Data Science,College Collaboration
LD11020,City_19,,3rd,Data Science,Google Form
LD11021,City_39,College_75,4th,AI,Google Form
LD11022,City_6,College_70,3rd,ML,College Collaboration
LD11023,City_60,College_119,4th,Cyber Security,Whatsapp
LD11024,City_80,College_164,4th,statistics,Whatsapp
LD11025,City_62,College_53,1st,statistics,College Collaboration
LD11026,City_19,College_3,4th,statistics,Instagram
LD11027,City_19,College_133,2nd,AI,LinkedIn
LD11028,City_87,College_171,4th,Data Science,LinkedIn
LD11029,City_87,College_199,2nd,statistics,LinkedIn
LD11030,City_80,College_124,2nd,,College Collaboration
LD11031,City_97,College_113,1st,statistics,Whatsapp
LD11032,City_33,College_77,3rd,AI,Instagram
LD11033,City_99,College_199,2nd,Cyber Security,X
LD11034,City_82,College_118,3rd,Data Science,College Collaboration
LD11035,City_4,,2nd,,College Collaboration
LD11036,City_93,College_126,4th,ML,Mass-Mailing
LD11037,City_42,College_80,2nd,AI,College Collaboration
LD11038,City_46,College_180,3rd,Robotics,Instagram
LD11039,City_75,College_27,3rd,Cyber Security,Instagram
LD11040,City_44,College_113,4th,Data Science,College Collaboration
LD11041,City_41,College_133,4th,ML,LinkedIn
LD11042,City_9,College_142,1st,statistics,LinkedIn
LD11043,City_17,College_6,3rd,ML,Instagram
LD11044,City_93,College_22,2nd,statistics,Instagram
LD11045,City_13,College_63,4th,statistics,Instagram
LD11046,City_92,College_159,4th,Cyber Security,Instagram
LD11047,City_90,College_170,1st,Data Science,College Collaboration
LD11048,City_77,College_54,4th,Electric Vehicle,
LD11049,City_82,College_3,2nd,Data Science,Mass-Mailing
LD11050,City_73,College_76,3rd,AI,LinkedIn
LD11051,City_26,College_12,1st,AI,Whatsapp
LD11052,City_96,College_42,4th,statistics,LinkedIn
LD11053,City_15,College_101,4th,statistics,Mass-Mailing
LD11054,City_75,College_167,3rd,,Mass-Mailing
LD11055,City_85,College_92,3rd,Cyber Security,College Collaboration
LD11056,City_51,College_77,2nd,Cyber Security,Instagram
LD11057,City_64,College_47,4th,ML,College Collaboration
LD11058,City_53,,3rd,Robotics,LinkedIn
LD11059,City_1,College_42,3rd,AI,LinkedIn
LD11060,City_82,College_157,2nd,Robotics,Instagram
LD11061,City_68,,2nd,ML,LinkedIn
LD11062,City_51,College_62,2nd,Data Science,
LD11063,City_68,College_77,3rd,Robotics,X
LD11064,City_15,College_113,1st,Robotics,Whatsapp
LD11065,City_77,College_158,1st,Data Science,Instagram
LD11066,City_63,College_102,2nd,statistics,College Collaboration
LD11067,City_87,College_51,3rd,Cyber Security,Instagram
LD11068,City_93,College_71,3rd,statistics,Whatsapp
LD11069,City_47,College_84,1st,Cyber Security,Mass-Mailing
LD11070,City_70,College_177,3rd,Electric Vehicle,Google Form
LD11071,City_46,College_85,4th,Cyber Security,Whatsapp
LD11072,City_77,College_92,2nd,Robotics,Instagram
LD11073,City_39,College_113,1st,Data Science,LinkedIn
LD11074,City_84,College_88,1st,Data Science,Instagram
LD11075,City_47,College_190,1st,ML,Instagram
LD11076,City_63,College_54,4th,AI,College Collaboration
LD11077,City_26,College_121,3rd,ML,College Collaboration
LD11078,City_63,College_53,4th,statistics,College Collaboration
LD11079,City_76,College_171,3rd,Data Science,Instagram
LD11080,City_82,College_68,3rd,statistics,Instagram
LD11081,City_85,College_82,4th,ML,X
LD11082,City_5,College_22,3rd,Data Science,College Collaboration
LD11083,,,2nd,Cyber Security,Google Form
LD11084,City_68,,1st,statistics,Instagram
LD11085,City_82,College_30,1st,Cyber Security,Google Form
LD11086,City_64,College_69,3rd,Data Science,Instagram
LD11087,City_82,College_189,3rd,Electric Vehicle,College Collaboration
LD11088,City_4,College_62,3rd,Data Science,Instagram
LD11089,City_83,College_69,1st,ML,Instagram
LD11090,,,1st,Data Science,
LD11091,City_39,College_114,4th,Data Science,Whatsapp
LD11092,City_82,College_39,1st,Data Science,Instagram
LD11093,City_47,College_26,1st,AI,Mass-Mailing
LD11094,City_41,College_89,1st,Robotics,Mass-Mailing
LD11095,City_40,College_62,2nd,,College Collaboration
LD11096,City_45,College_117,,statistics,Whatsapp
LD11097,City_82,College_115,1st,Robotics,Mass-Mailing
LD11098,City_45,College_179,4th,AI,Instagram
LD11099,City_88,College_120,2nd,Cyber Security,Mass-Mailing
LD11100,City_53,College_107,3rd,Cyber Security,LinkedIn
LD11101,City_87,College_113,4th,Robotics,College Collaboration
LD11102,City_60,College_135,3rd,Cyber Security,College Collaboration
LD11103,City_16,College_62,1st,ML,Mass-Mailing
LD11104,City_47,College_46,2nd,Data Science,Whatsapp
LD11105,City_64,College_199,2nd,statistics,Instagram
LD11106,City_77,College_16,4th,AI,College Collaboration
LD11107,City_1,College_30,1st,Electric Vehicle,College Collaboration
LD11108,City_39,College_107,4th,Data Science,X
LD11109,City_42,College_115,3rd,Cyber Security,Google Form
LD11110,City_55,College_86,1st,statistics,Mass-Mailing
LD11111,City_78,College_50,2nd,Robotics,Mass-Mailing
LD11112,City_4,College_125,4th,Cyber Security,Mass-Mailing
LD11113,City_93,College_118,3rd,Robotics,Google Form
LD11114,City_82,College_96,1st,Data Science,Google Form
LD11115,City_47,College_146,3rd,Cyber Security,LinkedIn
LD11116,City_43,College_62,3rd,Cyber Security,Whatsapp
LD11117,City_82,College_47,4th,statistics,College Collaboration
LD11118,City_51,College_113,3rd,Cyber Security,College Collaboration
LD11119,City_63,College_131,4th,ML,College Collaboration
LD11120,City_9,College_113,3rd,ML,Instagram
LD11121,City_47,College_126,3rd,Cyber Security,College Collaboration
LD11122,City_50,College_115,3rd,ML,Whatsapp
LD11123,City_64,College_62,4th,Data Science,Mass-Mailing
LD11124,City_18,College_50,2nd,Data Science,LinkedIn
LD11125,City_82,College_141,4th,,Instagram
LD11126,City_39,College_78,2nd,,Google Form
LD11127,City_5,College_56,2nd,Cyber Security,Google Form
LD11128,City_39,College_194,1st,,
LD11129,City_48,College_128,3rd,Data Science,College Collaboration
LD11130,City_30,College_39,10th,ML,College Collaboration
LD11131,City_5,College_158,4th,ML,Whatsapp
LD11132,City_93,College_114,4th,statistics,Other
LD11133,City_94,College_39,2nd,statistics,College Collaboration
LD11134,City_82,College_69,3rd,Data Science,X
LD11135,City_87,College_50,4th,Data Science,LinkedIn
LD11136,City_52,College_165,1st,statistics,Mass-Mailing
LD11137,City_71,,2nd,statistics,LinkedIn
LD11138,City_26,College_133,1st,Cyber Security,X
LD11139,City_47,,2nd,Robotics,Mass-Mailing
LD11140,City_80,College_190,4th,Cyber Security,Google Form
LD11141,City_14,College_147,2nd,ML,Mass-Mailing
LD11142,City_62,College_161,4th,Data Science,College Collaboration
LD11143,City_77,College_133,2nd,AI,Instagram
LD11144,City_13,College_63,3rd,Robotics,Google Form
LD11145,City_58,College_167,2nd,ML,Google Form
LD11146,City_33,College_102,2nd,AI,College Collaboration
LD11147,City_41,College_146,3rd,statistics,LinkedIn
LD11148,City_77,College_199,4th,Data Science,College Collaboration
LD11149,City_66,College_177,2nd,Data Science,Google Form
LD11150,City_52,College_115,2nd,Cyber Security,Google Form
LD11151,City_92,College_160,1st,Cyber Security,Mass-Mailing
LD11152,City_73,College_71,2nd,Cyber Security,Instagram
LD11153,City_44,College_75,3rd,Electric Vehicle,College Collaboration
LD11154,City_41,College_69,3rd,Cyber Security,Whatsapp
LD11155,City_82,College_192,3rd,statistics,Instagram
LD11156,City_85,College_23,2nd,AI,Instagram
LD11157,City_77,College_164,1st,Data Science,Whatsapp
LD11158,City_77,College_167,2nd,Electric Vehicle,LinkedIn
LD11159,City_77,College_101,4th,ML,Instagram
LD11160,City_68,College_119,1st,statistics,Instagram
LD11161,City_91,College_69,3rd,Data Science,Whatsapp
LD11162,City_44,College_184,3rd,Data Science,College Collaboration
LD11163,City_47,College_173,2nd,statistics,Google Form
LD11164,City_19,College_135,3rd,Data Science,LinkedIn
LD11165,City_75,College_183,4th,ML,Instagram
LD11166,City_63,College_157,1st,ML,X
LD11167,City_4,College_163,1st,,Instagram
LD11168,City_25,College_155,3rd,Cyber Security,Google Form
LD11169,City_64,College_11,3rd,Electric Vehicle,Whatsapp
LD11170,,College_135,4th,ML,College Collaboration
LD11171,City_55,,1st,Electric Vehicle,Google Form
LD11172,City_77,College_113,1st,Cyber Security,Instagram
LD11173,City_85,College_142,4th,Data Science,Mass-Mailing
LD11174,City_88,College_50,3rd,AI,Whatsapp
LD11175,City_77,,1st,AI,LinkedIn
LD11176,City_52,College_9,4th,ML,LinkedIn
LD11177,City_9,College_50,2nd,Data Science,LinkedIn
LD11178,City_30,College_74,1st,AI,College Collaboration
LD11179,City_14,College_110,2nd,Electric Vehicle,LinkedIn
LD11180,City_17,College_199,4th,statistics,College Collaboration
LD11181,City_50,College_39,1st,Data Science,Instagram
LD11182,City_30,College_114,1st,Electric Vehicle,Google Form
LD11183,City_84,College_143,1st,,LinkedIn
LD11184,City_51,College_28,1st,Data Science,LinkedIn
LD11185,City_41,College_184,1st,ML,Instagram
LD11186,City_9,College_92,1st,Robotics,College Collaboration
LD11187,City_2,College_92,4th,Cyber Security,Instagram
LD11188,City_83,College_89,1st,,College Collaboration
LD11189,City_66,College_62,4th,ML,Mass-Mailing
LD11190,City_76,College_6,2nd,statistics,Google Form
LD11191,City_5,College_85,2nd,Data Science,Whatsapp
LD11192,City_33,,1st,,College Collaboration
LD11193,City_75,College_161,3rd,ML,College Collaboration
LD11194,City_85,College_27,2nd,ML,X
LD11195,City_50,College_113,4th,,Instagram
LD11196,City_47,College_144,3rd,statistics,Whatsapp
LD11197,City_75,College_119,4th,statistics,Mass-Mailing
LD11198,City_76,College_126,1st,statistics,College Collaboration
LD11199,City_47,College_113,4th,statistics,College Collaboration
LD11200,City_76,College_74,2nd,Cyber Security,
LD11201,City_82,College_92,4th,Data Science,
LD11202,City_93,College_92,4th,Data Science,Google Form
LD11203,City_77,College_146,2nd,Data Science,College Collaboration
LD11204,City_15,College_193,2nd,Robotics,College Collaboration
LD11205,City_63,College_157,4th,Data Science,LinkedIn
LD11206,City_85,,4th,ML,Google Form
LD11207,City_28,College_160,3rd,AI,Instagram
LD11208,City_96,College_75,3rd,Cyber Security,X
LD11209,City_32,College_84,3rd,Robotics,Whatsapp
LD11210,City_46,College_176,3rd,Data Science,X
LD11211,City_44,College_183,4th,Cyber Security,LinkedIn
LD11212,City_82,College_157,2nd,Data Science,Whatsapp
LD11213,City_42,College_158,3rd,Data Science,Google Form
LD11214,City_68,College_16,3rd,AI,Mass-Mailing
LD11215,City_82,College_113,1st,,
LD11216,City_51,College_157,2nd,Data Science,Instagram
LD11217,City_34,College_113,2nd,statistics,Instagram
LD11218,City_63,College_69,3rd,statistics,Instagram
LD11219,City_41,College_102,4th,ML,College Collaboration
LD11220,City_44,College_54,2nd,Data Science,College Collaboration
LD11221,City_68,College_117,1st,Cyber Security,LinkedIn
LD11222,City_1,College_157,4th,statistics,
LD11223,City_74,,4th,,Google Form
LD11224,City_38,College_156,4th,ML,College Collaboration
LD11225,City_43,College_70,2nd,Data Science,College Collaboration
LD11226,City_93,College_199,1st,Cyber Security,Whatsapp
LD11227,City_70,College_62,2nd,AI,X
LD11228,City_26,College_71,3rd,Robotics,College Collaboration
LD11229,City_46,College_51,1st,,College Collaboration
LD11230,City_42,College_146,3rd,Cyber Security,Instagram
LD11231,City_82,College_146,2nd,Robotics,Google Form
LD11232,City_23,College_134,4th,Data Science,Google Form
LD11233,City_74,College_157,1st,,LinkedIn
LD11234,City_39,College_19,3rd,Data Science,Mass-Mailing
LD11235,City_47,College_60,4th,Cyber Security,Google Form
LD11236,City_64,College_155,1st,Data Science,Instagram
LD11237,City_63,College_89,4th,Cyber Security,Mass-Mailing
LD11238,City_1,College_33,4th,Data Science,College Collaboration
LD11239,City_4,College_20,2nd,,Instagram
LD11240,City_13,College_161,4th,AI,College Collaboration
LD11241,City_71,College_25,2nd,,Mass-Mailing
LD11242,City_54,College_176,1st,Robotics,College Collaboration
LD11243,City_50,College_26,2nd,AI,College Collaboration
LD11244,City_68,College_157,1st,Cyber Security,Whatsapp
LD11245,City_34,College_102,4th,Robotics,Instagram
LD11246,City_26,College_163,3rd,Data Science,College Collaboration
LD11247,City_76,College_2,2nd,Cyber Security,X
LD11248,City_47,College_84,3rd,Electric Vehicle,College Collaboration
LD11249,City_84,College_145,2nd,ML,College Collaboration
LD11250,City_82,College_119,4th,Electric Vehicle,Mass-Mailing
LD11251,City_82,College_87,4th,ML,Instagram
LD11252,City_63,,4th,Data Science,Whatsapp
LD11253,City_80,College_26,1st,statistics,LinkedIn
LD11254,City_62,College_85,1st,Cyber Security,Instagram
LD11255,City_2,College_62,2nd,Data Science,Mass-Mailing
LD11256,City_5,College_160,1st,Data Science,
LD11257,City_9,College_133,4th,Data Science,Instagram
LD11258,City_26,College_105,4th,Data Science,Mass-Mailing
LD11259,City_1,College_52,3rd,Cyber Security,Whatsapp
LD11260,City_21,College_163,3rd,Electric Vehicle,
LD11261,City_55,College_147,3rd,ML,X
LD11262,City_39,College_110,2nd,ML,Instagram
LD11263,City_30,College_157,4th,Data Science,College Collaboration
LD11264,,College_54,2nd,Cyber Security,LinkedIn
LD11265,City_85,College_119,4th,Data Science,Google Form
LD11266,City_26,College_126,1st,Electric Vehicle,X
LD11267,City_58,College_161,2nd,Electric Vehicle,Mass-Mailing
LD11268,City_56,,3rd,Cyber Security,Google Form
LD11269,City_61,College_110,3rd,AI,Instagram
LD11270,City_73,College_169,4th,Data Science,Google Form
LD11271,City_64,College_111,3rd,Robotics,College Collaboration
LD11272,City_72,College_39,2nd,ML,Mass-Mailing
LD11273,City_23,College_158,1st,AI,College Collaboration
LD11274,City_17,College_86,4th,statistics,Mass-Mailing
LD11275,City_64,College_67,2nd,Data Science,College Collaboration
LD11276,City_24,College_31,2nd,ML,Whatsapp
LD11277,,College_165,3rd,ML,College Collaboration
LD11278,City_54,College_119,4th,statistics,Instagram
LD11279,City_60,College_113,1st,,Whatsapp
LD11280,City_90,College_176,2nd,AI,X
LD11281,City_5,College_62,3rd,Data Science,College Collaboration
LD11282,City_19,College_185,2nd,Electric Vehicle,Instagram
LD11283,City_85,College_47,4th,Cyber Security,College Collaboration
LD11284,City_55,College_176,3rd,Cyber Security,College Collaboration
LD11285,City_83,,3rd,ML,X
LD11286,City_4,College_160,1st,Data Science,Instagram
LD11287,City_46,College_50,1st,Cyber Security,Instagram
LD11288,City_10,College_102,1st,statistics,College Collaboration
LD11289,City_33,College_166,2nd,Robotics,College Collaboration
LD11290,City_13,College_45,2nd,Robotics,Whatsapp
LD11291,City_94,College_62,1st,Data Science,X
LD11292,City_85,College_102,3rd,AI,College Collaboration
LD11293,City_92,College_146,3rd,Cyber Security,College Collaboration
LD11294,City_60,College_102,2nd,Cyber Security,Whatsapp
LD11295,City_71,College_137,2nd,statistics,College Collaboration
LD11296,City_58,College_157,3rd,,LinkedIn
LD11297,City_77,,,statistics,LinkedIn
LD11298,City_61,College_62,1st,statistics,College Collaboration
LD11299,City_39,College_92,4th,Data Science,Instagram
LD11300,City_39,College_135,4th,Data Science,Instagram
LD11301,City_84,College_70,4th,Data Science,X
LD11302,City_64,College_92,2nd,,Instagram
LD11303,City_87,College_102,4th,Data Science,Mass-Mailing
LD11304,City_82,College_117,1st,Data Science,College Collaboration
LD11305,City_15,College_179,3rd,ML,College Collaboration
LD11306,City_9,College_143,2nd,AI,Google Form
LD11307,City_63,College_77,3rd,Cyber Security,LinkedIn
LD11308,City_99,College_74,3rd,statistics,College Collaboration
LD11309,City_1,,3rd,statistics,Instagram
LD11310,City_78,College_81,1st,Data Science,College Collaboration
LD11311,City_4,College_50,4th,Data Science,Mass-Mailing
LD11312,City_64,College_82,3rd,Data Science,Instagram
LD11313,City_72,College_184,1st,Data Science,Google Form
LD11314,City_45,College_157,4th,Electric Vehicle,Whatsapp
